seller_id,sales_velocity_6m,sales_growth_rate,rto_rate,dispatch_sla_compliance,avg_customer_rating,rating_trend,order_cancellation_rate,ad_spend_roi,account_age_months,total_orders_6m,catalog_size,prior_loan_default,risk_class,loan_limit
SELL_00492,86021.03,22.83,10.94,98.38,3.99,0.336,3.23,3.51,10,2614,114,0,0,47311
SELL_00493,40827.41,12.47,15.64,79.24,3.58,0.164,8.74,2.44,24,2967,151,0,1,11227
SELL_00494,68980.04,3.01,14.27,76.19,3.44,-0.184,11.74,1.73,58,5000,256,0,1,18969
SELL_00495,118543.77,16.74,7.59,90.11,4.45,0.248,0.0,3.46,57,5000,324,0,0,65199
SELL_00496,93078.71,8.31,7.12,83.44,3.8,0.122,7.65,2.03,42,5000,192,0,0,46539
SELL_00497,5000.0,1.28,14.73,77.83,3.31,-0.142,9.45,1.76,8,378,46,0,1,1375
SELL_00498,40230.89,8.635285530796468,19.86130746896822,76.20712735185451,3.0612356040074857,0.033,7.58,1.0183118145173498,24,2482,123,1,2,0
SELL_00499,11348.44,3.6,17.24,75.46,3.24,-0.102,10.92,1.62,16,1001,21,0,1,3120
SELL_00500,29202.04,2.02,15.04,75.77,2.98,-0.142,9.14,0.95,49,3918,135,0,2,2920
SELL_00501,101714.02,18.81,12.76,79.91,4.42,-0.092,4.83,3.86,26,3889,208,0,0,55942
SELL_00502,112428.55,33.33,14.56,91.88,4.4,0.091,0.9,3.53,27,4393,248,0,0,61835
SELL_00503,6225.85,-0.86,15.13,79.83,3.07,-0.045,12.96,0.8,37,2515,59,0,2,622
SELL_00504,25352.39,9.93,10.53,85.16,4.03,-0.114,7.85,2.08,4,926,34,0,1,6971
SELL_00505,68552.46,9.31,13.28,80.11,3.53,-0.008,9.97,1.75,50,4648,232,0,1,18851
SELL_00506,7944.42,6.28,14.29,76.59,3.46,-0.071,12.42,2.54,24,1661,106,0,1,2184
SELL_00507,23534.95,14.47,16.41,79.48,2.84,0.084,10.78,1.59,19,1837,99,0,1,6472
SELL_00508,15336.86,10.13,13.73,83.35,3.46,-0.006,11.13,1.62,36,2974,137,0,1,4217
SELL_00509,101262.08,12.9,11.93,77.65,3.84,-0.062,7.08,2.68,60,5000,288,0,0,50631
SELL_00510,48953.75,1.29,15.61,85.76,3.46,-0.133,6.5,1.62,39,3239,152,0,1,13462
SELL_00511,41996.37,21.62,13.42,77.44,3.72,-0.265,8.3,2.89,10,1309,69,0,1,11549
SELL_00512,54735.68,13.64,17.1,79.76,3.46,-0.026,9.0,2.64,25,2780,154,0,1,15052
SELL_00513,43838.96,-0.7854008120591676,18.322414165457367,62.38308141582823,2.9777861857389483,-0.219,13.05,1.155857862027514,18,2256,97,1,2,0
SELL_00514,30627.63,-9.66,14.5,75.46,3.24,-0.142,12.86,0.86,19,1676,86,0,2,3062
SELL_00515,39640.38,0.83,17.03,75.14,3.1,-0.165,10.21,1.9,36,3147,154,0,1,10901
SELL_00516,48389.65,11.51,11.28,82.83,4.22,-0.041,7.31,3.02,10,1782,88,0,0,26614
SELL_00517,92731.94,15.77,11.47,80.26,3.53,0.238,10.18,2.09,33,4158,222,0,0,46365
SELL_00518,17430.21,4.76,16.82,78.71,3.56,-0.309,12.32,1.21,55,4091,219,0,1,4793
SELL_00519,87378.08,17.79,11.04,81.64,4.17,-0.133,11.74,2.15,50,5000,225,0,0,43689
SELL_00520,51131.87,25.57,9.91,84.51,3.59,-0.015,6.21,2.76,5,1122,112,0,1,14061
SELL_00521,5000.0,0.48,13.5,73.11,2.95,-0.272,15.35,1.22,47,3830,118,0,2,500
SELL_00522,118074.77,10.45,10.41,79.28,3.94,-0.066,6.94,3.08,49,5000,303,0,0,64941
SELL_00523,26951.76,10.23,10.76,79.25,3.33,-0.133,11.32,1.95,35,2886,139,0,1,7411
SELL_00524,88226.1,27.38,8.83,85.05,4.43,0.114,6.03,2.71,44,5000,197,0,0,44113
SELL_00525,58752.15,14.93,17.28,77.17,3.05,0.009,11.18,2.37,34,3258,183,0,1,16156
SELL_00526,5000.0,-13.47,15.08,73.25,2.78,-0.123,14.3,0.68,33,2388,78,0,2,500
SELL_00527,26483.16,-4.84,16.96,78.81,3.42,-0.482,13.94,0.83,55,4325,190,0,2,2648
SELL_00528,47660.59,16.53,13.22,83.58,3.55,0.063,9.37,1.65,21,2277,133,0,1,13106
SELL_00529,57477.03,6.0,12.05,82.76,3.47,0.097,3.94,2.18,17,2436,137,0,1,15806
SELL_00530,5000.0,-9.33,14.65,71.84,3.27,-0.208,11.33,1.62,22,1591,89,0,2,500
SELL_00531,84308.74,9.83387354032813,14.800708365223096,66.23180629671454,3.928313528224723,0.327,10.19,1.8489832224539589,48,5000,231,1,1,6955
SELL_00532,5000.0,-9.1,19.55,72.54,2.84,-0.036,13.35,0.5,37,2579,117,0,2,350
SELL_00533,18866.5,-1.37,13.15,76.56,3.68,-0.035,12.31,1.97,15,1504,76,0,2,1886
SELL_00534,5000.0,5.94,16.28,64.57,2.79,-0.235,12.43,0.78,35,2671,127,0,2,500
SELL_00535,41663.02,5.85,17.76,76.69,3.02,0.169,8.14,1.21,28,3186,156,0,1,11457
SELL_00536,61059.0,8.31,9.93,83.24,3.45,0.003,8.5,2.62,7,1739,78,0,1,16791
SELL_00537,18648.08,-3.73,17.24,79.81,3.42,-0.09,10.1,0.86,32,2625,128,0,2,1864
SELL_00538,39113.12,2.501217011409871,20.16652317426907,74.38242297138544,3.1693734195475463,-0.035,9.63,1.6368334868607646,11,1289,77,1,2,0
SELL_00539,89542.71,23.62,10.92,91.54,3.71,0.466,4.76,3.13,10,2404,130,0,0,49248
SELL_00540,5000.0,5.59,14.71,82.15,3.47,-0.102,10.57,1.54,9,370,15,0,1,1375
SELL_00541,51135.39,8.13,5.7,81.14,3.99,0.097,6.48,2.79,14,2270,120,0,0,25567
SELL_00542,26619.3,3.15,20.53,74.62,2.84,-0.26,15.03,1.14,13,897,100,0,2,1863
SELL_00543,104109.98,21.61,13.74,87.5,3.69,0.005,5.69,2.83,57,5000,309,0,1,28630
SELL_00544,75427.38,21.24,6.0,90.83,4.33,0.018,6.01,4.02,25,3697,175,0,0,41485
SELL_00545,5000.0,-5.29,22.5,66.55,2.72,-0.418,16.1,0.5,2,50,5,0,2,350
SELL_00546,31872.52,-1.89,15.97,77.33,3.33,-0.367,12.75,1.17,35,2940,122,0,2,3187
SELL_00547,43017.75,22.51,10.26,86.44,3.56,0.201,7.45,2.23,7,1138,102,0,0,21508
SELL_00548,5000.0,7.42,17.41,80.47,3.05,-0.001,10.79,1.87,21,1935,146,0,1,1375
SELL_00549,52198.45,10.6,10.29,80.84,4.14,0.08,8.6,2.44,18,2167,131,0,1,14354
SELL_00550,5000.0,1.51,18.15,71.56,3.5,-0.08,7.31,1.99,3,50,21,0,2,350
SELL_00551,64803.14,17.93,13.89,81.7,3.82,0.021,8.19,2.04,42,3999,190,0,0,32401
SELL_00552,91991.32,12.78,15.18,81.3,4.07,0.224,8.96,1.86,54,5000,248,0,1,25297
SELL_00553,97997.39,26.11,10.61,89.19,4.28,0.025,6.3,2.9,39,4873,212,0,0,48998
SELL_00554,63754.58,19.67,13.66,87.34,3.69,0.072,8.81,2.43,41,4349,155,0,1,17532
SELL_00555,109273.12,13.01,12.13,88.55,4.04,0.081,8.95,2.93,49,5000,280,0,0,54636
SELL_00556,12858.24,6.11,12.97,79.11,3.16,0.122,14.51,1.74,11,1096,32,0,1,3536
SELL_00557,74357.66,6.47,15.03,78.69,3.23,0.007,9.51,1.5,39,3721,158,0,1,20448
SELL_00558,16480.42,11.47,16.44,81.7,3.62,0.021,10.88,1.47,24,2019,125,0,1,4532
SELL_00559,91099.09,13.42,13.03,86.07,4.19,-0.141,10.39,3.22,60,5000,321,0,0,50104
SELL_00560,64434.76,8.14,15.98,77.7,3.22,-0.172,6.98,1.07,46,4531,203,0,1,17719
SELL_00561,62809.07,27.23,7.41,86.37,3.42,-0.14,9.45,2.25,19,2580,87,0,0,31404
SELL_00562,94123.1,37.02,6.27,93.87,4.34,-0.122,0.88,4.15,4,2512,121,0,0,51767
SELL_00563,59368.8,11.73,9.77,86.73,3.84,0.164,11.62,2.78,26,3496,151,0,0,29684
SELL_00564,75264.26,14.57,11.07,81.78,3.66,-0.078,10.9,1.74,38,4040,168,0,1,20697
SELL_00565,102144.81,26.85,11.37,88.0,4.26,0.204,6.86,3.43,42,5000,276,0,0,56179
SELL_00566,29383.93,-0.4,8.8,79.93,3.77,-0.044,6.15,1.51,32,2990,78,0,1,8080
SELL_00567,7259.16,-8.6,21.4,70.96,2.86,-0.209,13.24,0.5,39,2561,94,0,2,508
SELL_00568,22423.76,-8.344432495964789,24.16187498420591,73.46260354703541,2.514776655869012,0.08,10.88,0.534931521355825,45,3886,157,1,2,0
SELL_00569,5000.0,-20.0,19.02,73.77,2.42,-0.223,17.97,0.5,46,3073,107,0,2,350
SELL_00570,41406.85,6.38,13.84,80.96,3.57,0.058,11.48,1.98,36,3224,174,0,1,11386
SELL_00571,67733.73,8.5,15.95,71.68,3.28,-0.043,6.32,2.05,40,4250,155,0,1,18626
SELL_00572,125813.15,21.1,5.98,93.03,4.28,0.325,6.05,3.66,37,5000,212,0,0,69197
SELL_00573,72679.07,14.19,13.89,85.55,3.63,-0.147,5.58,2.33,33,3734,196,0,1,19986
SELL_00574,88268.72,-2.06,11.58,83.09,3.45,-0.302,6.64,2.2,36,4072,202,0,1,24273
SELL_00575,54464.64,17.61,8.04,83.15,3.56,0.416,8.58,2.47,3,1349,73,0,1,14977
SELL_00576,5000.0,-9.35,21.21,60.24,2.37,0.01,16.67,0.58,9,50,5,0,2,350
SELL_00577,27660.34,15.34,11.95,86.64,3.93,-0.264,9.33,1.96,8,949,53,0,0,13830
SELL_00578,123777.98,10.74,5.82,81.73,4.3,0.087,10.66,3.4,33,4959,218,0,0,68077
SELL_00579,53837.32,11.7,20.47,78.02,3.51,-0.155,13.08,1.94,59,5000,209,0,1,10363
SELL_00580,65924.23,30.98,8.53,86.55,4.05,0.246,6.79,3.16,6,1984,97,0,0,36258
SELL_00581,98730.51,11.01,13.04,79.92,3.93,0.302,5.77,3.14,41,4754,215,0,0,54301
SELL_00582,67377.51,16.81,17.85,80.91,3.8,-0.209,11.59,2.68,39,3995,168,0,1,18528
SELL_00583,81365.16,22.27,12.38,88.26,3.44,-0.075,4.9,2.45,4,1773,109,0,1,22375
SELL_00584,73037.53,22.549952071464112,12.659176053099445,92.72261056662785,4.4087747360776675,0.272,7.35,3.2386444373088983,13,3166,154,1,1,6628
SELL_00585,83086.93,9.97,9.66,85.1,4.15,-0.123,10.0,2.15,49,5000,211,0,0,41543
SELL_00586,90590.0,4.394029051122253,18.675075179564903,69.57197907501504,2.897098038638206,-0.377,14.26,1.45912062513843,60,5000,245,1,2,0
SELL_00587,12082.08,21.89,12.11,73.14,3.65,-0.089,10.92,1.97,2,423,6,0,1,3322
SELL_00588,49029.09,11.81,13.3,75.34,3.93,0.027,12.42,1.03,60,5000,208,0,1,13482
SELL_00589,61475.56,16.5,6.65,82.4,4.09,0.097,6.48,3.24,5,1628,88,0,0,33811
SELL_00590,55845.01,3.25,16.09,78.59,3.48,-0.009,11.05,1.61,44,4303,172,0,1,15357
SELL_00591,53131.26,6.711381798257394,18.024163631989197,80.27535647852355,2.8579021887891845,0.081,7.29,2.0257445398387808,27,2863,113,1,2,0
SELL_00592,44562.16,11.23,16.05,79.82,3.71,-0.211,7.21,1.81,32,3153,153,0,1,12254
SELL_00593,86815.21,10.43,8.38,84.87,3.56,0.068,8.75,2.77,21,3475,171,0,1,23874
SELL_00594,50611.95,14.99,12.93,82.76,3.78,-0.189,8.3,2.57,8,1683,84,0,1,13918
SELL_00595,88392.03,17.4,10.53,92.15,4.27,0.048,4.25,3.31,38,4734,159,0,0,48615
SELL_00596,53005.15,7.48,17.58,71.62,2.49,-0.054,9.83,1.85,8,1237,91,0,2,5300
SELL_00597,60985.92,8.6,11.65,75.56,3.73,-0.033,9.73,1.52,50,4712,237,0,1,16771
SELL_00598,5000.0,6.53,9.09,83.43,3.73,-0.311,8.9,1.25,3,50,51,0,1,1375
SELL_00599,68728.12,6.27,16.8,74.31,3.05,-0.217,11.54,2.63,54,5000,255,0,1,18900
SELL_00600,90900.66,16.27,11.37,86.39,3.88,0.089,6.07,2.61,44,5000,253,0,0,45450
SELL_00601,118997.65,8.74,11.85,89.49,3.64,0.215,8.23,2.04,58,5000,297,0,0,59498
SELL_00602,5000.0,2.81,16.25,68.76,2.88,-0.142,9.69,0.63,3,105,5,0,2,500
SELL_00603,88566.94,8.124020890797183,16.11378434950302,71.47621062961527,2.9213179625197245,0.066,5.34,1.8488007755462643,22,3371,162,1,2,0
SELL_00604,108960.2,15.19,10.68,95.19,4.18,0.302,1.15,3.09,6,2757,90,0,0,59928
SELL_00605,53608.59,20.76,6.99,80.59,3.89,-0.066,7.78,2.23,2,1164,65,0,1,14742
SELL_00606,109329.62,28.23,9.82,89.48,4.56,0.484,7.28,4.5,23,4038,131,0,0,60131
SELL_00607,37712.3,-8.77,15.27,75.27,3.14,-0.295,14.17,1.35,44,3745,176,0,2,3771
SELL_00608,5000.0,-6.41,21.48,70.65,2.8,0.008,13.38,1.4,2,50,21,0,2,350
SELL_00609,5000.0,-9.739161017376874,21.064225297458293,68.39393563893539,2.5798132674474035,-0.133,9.6,0.5,38,2511,113,1,2,0
SELL_00610,94870.9,24.92,7.01,86.25,4.03,0.5,7.46,3.24,17,3276,201,0,0,52178
SELL_00611,39903.57,4.835517783985635,16.587546226996206,66.9077250103433,3.1953109495640364,-0.09,8.37,1.5966591209358332,35,3579,189,1,2,0
SELL_00612,68313.62,-9.22,14.5,86.29,3.59,-0.357,8.59,2.45,34,3653,188,0,1,18786
SELL_00613,44006.96,9.13,11.86,79.15,3.5,0.221,11.25,1.41,23,2389,111,0,1,12101
SELL_00614,5000.0,5.67,17.87,72.24,3.25,-0.356,13.18,1.64,30,2240,129,0,2,500
SELL_00615,163356.91,40.0,3.92,99.99,5.0,0.386,6.63,4.37,52,5000,341,0,0,100000
SELL_00616,22401.05,6.51,11.89,83.06,4.25,0.193,5.43,2.71,8,1372,61,0,0,11200
SELL_00617,38996.51,22.12,18.21,87.11,3.74,0.07,6.24,2.3,22,2171,58,0,1,7506
SELL_00618,100758.56,9.14,11.26,89.74,4.21,0.122,4.78,2.38,44,5000,228,0,0,50379
SELL_00619,87997.72,11.39,12.6,83.07,3.86,0.118,7.44,2.76,58,5000,286,0,1,24199
SELL_00620,67787.88,18.53,8.78,87.43,3.65,0.152,11.95,2.69,36,4383,203,0,0,33893
SELL_00621,12711.57,6.72,18.63,77.93,3.49,-0.007,9.75,1.4,5,463,57,0,2,889
SELL_00622,43431.08,13.89,14.42,82.44,3.71,-0.126,7.0,2.81,13,1897,151,0,1,11943
SELL_00623,128272.73,22.76,5.24,94.45,4.51,0.5,5.26,3.89,29,4792,252,0,0,70550
SELL_00624,75420.22,15.8,10.9,84.83,4.57,0.169,7.11,3.59,31,3874,193,0,0,41481
SELL_00625,131815.42,22.98,8.77,94.89,4.38,0.269,0.68,3.19,47,5000,274,0,0,72498
SELL_00626,59692.15,0.42,14.0,81.75,3.93,0.045,11.99,2.43,57,5000,256,0,1,16415
SELL_00627,24461.74,2.09,19.0,76.54,3.47,0.055,10.1,1.57,55,4202,223,0,1,4708
SELL_00628,35405.72,0.08008544248441041,15.009361086142341,64.31584839559503,3.032687608660292,0.143,9.28,1.6622665346654775,16,1975,129,1,2,0
SELL_00629,73828.0,5.17,11.2,86.95,3.57,0.026,12.04,2.05,42,4131,262,0,1,20302
SELL_00630,120882.6,20.67,9.88,90.31,4.27,0.141,5.85,3.54,30,4477,250,0,0,66485
SELL_00631,32037.95,-19.83,19.67,71.75,2.92,-0.142,10.42,0.62,57,4323,227,0,2,2242
SELL_00632,119894.6,28.27,10.22,90.45,4.58,0.349,2.1,3.19,55,5000,324,0,0,65942
SELL_00633,66035.8,14.34,13.3,78.91,3.48,-0.186,9.68,2.74,16,2260,121,0,1,18159
SELL_00634,39225.33,1.08,12.03,78.06,3.61,0.045,9.45,0.94,12,1617,102,0,1,10786
SELL_00635,5000.0,-4.57,22.67,79.0,3.12,-0.254,12.0,2.52,17,1374,53,0,2,350
SELL_00636,5000.0,-3.44,14.91,70.0,3.34,0.079,12.1,1.22,16,674,14,0,2,500
SELL_00637,51960.36,17.82,10.79,85.84,3.86,0.154,9.8,2.71,12,1893,91,0,0,25980
SELL_00638,24275.25,14.44,15.11,81.93,3.44,-0.054,9.37,2.31,8,1836,43,0,1,6675
SELL_00639,5000.0,-6.73,19.94,73.86,3.11,-0.09,8.92,1.41,20,1238,23,0,2,350
SELL_00640,5000.0,-6.07,15.52,71.76,3.2,-0.154,13.98,1.02,3,50,5,0,2,500
SELL_00641,32454.11,5.61,9.1,79.3,3.7,-0.064,13.64,2.79,16,1522,55,0,1,8924
SELL_00642,81803.53,13.297014310050464,8.48229060901309,87.11979230213713,3.8652233133568017,-0.071,5.24,3.6426211526146424,30,4078,197,1,0,13497
SELL_00643,65887.79,7.76,15.77,76.82,3.69,-0.185,10.16,3.12,45,4431,217,0,1,18119
SELL_00644,5000.0,-10.07,19.32,72.32,3.02,-0.201,11.42,0.5,23,1417,66,0,2,350
SELL_00645,84526.08,12.77,15.9,88.25,3.26,-0.283,9.69,1.99,28,3429,142,0,1,23244
SELL_00646,73402.33,3.88,15.13,80.11,3.89,-0.121,10.48,1.52,51,5000,257,0,1,20185
SELL_00647,5000.0,-11.81,25.0,62.1,2.17,-0.399,18.65,0.5,40,2274,103,0,2,350
SELL_00648,85548.16,20.58,11.48,77.48,3.48,-0.123,10.42,1.98,54,5000,281,0,0,42774
SELL_00649,19598.11,9.7,10.94,75.55,3.43,0.088,13.58,1.84,5,648,42,0,1,5389
SELL_00650,47069.57,16.98,11.94,92.69,3.83,-0.048,7.81,2.88,20,2614,178,0,0,23534
SELL_00651,135348.47,21.38,4.16,97.13,4.73,0.235,1.98,3.77,40,5000,272,0,0,85607
SELL_00652,114255.75,31.06,5.93,83.6,4.4,0.082,3.88,3.53,56,5000,303,0,0,62840
SELL_00653,65627.41,15.82,16.79,81.24,3.63,-0.05,12.25,2.13,44,4026,231,0,1,18047
SELL_00654,5000.0,-1.54,17.8,80.26,2.73,0.108,14.55,1.8,1,50,5,0,2,500
SELL_00655,165675.28,26.5194015495821,9.067394306021939,89.31632393159178,4.257818027279417,0.336,0.0,3.979931051311195,57,5000,411,1,0,27336
SELL_00656,65913.7,1.6162402940256717,18.534203360760305,69.69339301028076,3.2253834107128423,0.063,8.67,0.8503021026901911,30,3615,145,1,2,0
SELL_00657,52975.08,21.5,12.69,91.05,3.67,-0.113,8.82,2.15,21,2545,84,0,1,14568
SELL_00658,51918.35,15.11,16.38,74.23,3.48,0.091,7.97,2.1,20,2506,125,0,1,14277
SELL_00659,5790.16,5.32,8.59,93.72,3.75,0.111,5.88,2.54,6,566,52,0,0,2895
SELL_00660,59136.94,16.4,9.78,81.37,3.46,0.056,8.19,2.47,22,2501,162,0,0,29568
SELL_00661,5000.0,11.7,12.43,83.72,3.44,-0.25,8.71,1.84,18,1881,68,0,1,1375
SELL_00662,5000.0,3.75,15.36,73.92,3.49,-0.153,7.73,2.0,8,716,47,0,1,1375
SELL_00663,64414.54,8.89,17.77,78.9,3.55,0.211,11.06,1.69,39,3841,149,0,1,17713
SELL_00664,50278.36,0.21,17.2,74.42,3.22,-0.168,11.39,1.5,32,2804,156,0,1,13826
SELL_00665,32533.37,8.17,16.57,77.32,3.46,0.15,9.95,0.87,33,2821,114,0,1,8946
SELL_00666,103104.3,11.44,12.81,83.87,3.48,-0.069,5.07,2.4,53,5000,263,0,1,28353
SELL_00667,35275.8,-3.6136310611748925,13.658956117759153,73.17286631990022,3.113228926646733,-0.008,9.02,1.5218387118578658,16,1742,73,1,2,0
SELL_00668,43814.54,22.15,9.67,84.18,4.24,0.152,6.55,2.9,12,1623,86,0,0,21907
SELL_00669,5000.0,-17.87,25.0,66.72,2.47,-0.445,14.47,0.5,38,2284,79,0,2,350
SELL_00670,112413.54,31.52,8.59,92.13,4.39,0.006,3.85,3.14,52,5000,283,0,0,61827
SELL_00671,103021.0,28.93,7.46,93.81,4.35,0.044,5.64,3.95,34,4156,237,0,0,56661
SELL_00672,5000.0,-7.88,19.14,67.8,2.64,-0.227,15.25,0.5,14,577,41,0,2,350
SELL_00673,42980.47,2.3,15.23,78.23,3.75,0.092,5.79,2.35,36,3219,208,0,1,11819
SELL_00674,83725.15,4.43,14.71,79.4,3.33,-0.032,13.05,2.3,33,3417,168,0,1,23024
SELL_00675,5000.0,-8.06,19.55,74.3,3.16,-0.174,10.12,0.98,23,1813,72,0,2,350
SELL_00676,71578.61,-2.03,15.67,82.54,3.13,0.088,10.55,1.61,50,4628,163,0,1,19684
SELL_00677,12616.25,-3.7075051169904834,20.24084533947266,60.87664120336553,2.9045122471255675,-0.127,14.16,1.1928722482929879,45,3322,170,1,2,0
SELL_00678,96912.66,23.01,8.36,89.37,4.22,0.129,5.28,3.15,2,2003,113,0,0,53301
SELL_00679,98336.58,16.2,9.11,82.29,3.8,-0.037,9.36,2.72,41,5000,226,0,0,49168
SELL_00680,77959.63,17.19,13.31,91.34,4.24,0.343,9.08,3.34,21,3584,180,0,0,42877
SELL_00681,49528.44,22.27,13.01,90.74,3.83,0.037,4.64,3.58,2,880,94,0,0,27240
SELL_00682,5000.0,-5.33,14.46,69.54,2.74,-0.222,14.37,0.97,27,1834,72,0,2,500
SELL_00683,43225.24,13.58,13.42,79.21,3.02,-0.163,13.68,1.53,57,5000,216,0,1,11886
SELL_00684,43892.26,12.38,13.09,89.05,3.73,0.241,7.39,3.18,9,1351,82,0,0,24140
SELL_00685,5000.0,-9.0,16.97,77.81,3.36,-0.233,11.42,1.52,1,50,5,0,2,500
SELL_00686,58747.7,14.66725035879562,14.455650488708594,76.33040883909055,3.3666236901269397,0.234,3.6,3.1584444117073858,11,2094,61,1,1,5331
SELL_00687,29149.14,12.86,13.76,75.8,3.24,-0.063,11.75,2.34,3,453,7,0,1,8016
SELL_00688,60444.94,2.88,14.78,82.83,3.86,-0.226,4.65,1.94,52,4886,192,0,1,16622
SELL_00689,111737.87,19.65,10.06,85.52,4.16,0.035,9.12,2.73,23,3643,180,0,0,55868
SELL_00690,84838.03,8.555730158758976,16.803887686690754,82.82559588297015,3.547484516157396,0.048,4.9,1.8301426858823087,26,3465,194,1,1,6999
SELL_00691,24367.99,6.9,16.04,81.63,3.53,-0.061,12.87,1.38,4,625,5,0,2,2436
SELL_00692,103058.69,19.68,13.12,85.69,4.33,0.118,6.88,3.35,18,3450,162,0,0,56682
SELL_00693,5000.0,4.89,14.71,76.63,3.47,-0.178,13.62,1.64,55,4538,228,0,1,1375
SELL_00694,47003.49,13.77,11.4,88.97,3.69,-0.044,6.31,2.94,6,838,41,0,0,23501
SELL_00695,58333.51,12.03,8.67,83.53,3.53,0.073,5.51,2.52,35,3819,197,0,1,16041
SELL_00696,31547.79,-3.49,18.83,80.66,3.34,0.044,6.68,2.66,22,1867,168,0,2,2208
SELL_00697,65798.73,3.36,6.54,78.61,4.14,-0.18,10.16,2.03,43,4447,231,0,0,32899
SELL_00698,5000.0,-0.46,21.45,76.69,2.92,0.045,13.92,0.51,15,1075,33,0,2,350
SELL_00699,82857.57,19.07,10.44,87.32,3.99,-0.444,8.36,2.62,22,3519,140,0,0,41428
SELL_00700,69887.29,15.34,14.86,84.55,3.43,-0.011,10.44,2.0,60,5000,212,0,1,19219
SELL_00701,43743.2,5.950686051772226,19.577168403450614,75.10454277387592,2.949080444322756,0.007,11.76,0.7459861947363919,37,3706,168,1,2,0
SELL_00702,134065.48,21.62,9.61,86.67,4.23,0.035,5.84,3.64,52,5000,328,0,0,73736
SELL_00703,46393.7,5.383905978808207,21.918126395106736,68.94755730982192,2.9456834446568667,-0.403,11.53,0.7245381092926595,42,4124,149,1,2,0
SELL_00704,5000.0,-6.39,13.71,69.24,2.81,-0.184,11.33,0.59,12,931,5,0,2,500
SELL_00705,5000.0,-5.1,16.41,70.63,2.9,-0.161,12.55,1.3,47,3395,139,0,2,500
SELL_00706,87060.26,16.13,8.53,89.18,4.23,-0.1,13.4,2.88,49,5000,272,0,0,43530
SELL_00707,17384.18,8.1,17.99,67.29,3.22,-0.278,12.37,1.48,42,3244,136,0,2,1738
SELL_00708,127621.65,20.75,7.24,88.39,4.59,0.355,0.64,3.69,38,5000,231,0,0,70191
SELL_00709,5000.0,-8.05,20.69,72.94,3.04,-0.232,13.3,0.66,18,858,19,0,2,350
SELL_00710,127991.23,23.8,8.13,97.49,4.36,-0.023,2.86,3.02,45,5000,283,0,0,80954
SELL_00711,32541.07,-0.025608227529470895,17.400476519409587,68.97172160550558,3.4540308500229084,0.093,8.98,1.7283817635142398,35,3127,143,1,2,0
SELL_00712,62970.94,8.32,11.28,77.23,3.74,-0.151,7.53,1.74,30,3280,140,0,1,17317
SELL_00713,27762.23,5.46,15.27,84.36,3.16,-0.182,10.47,2.45,24,2189,91,0,1,7634
SELL_00714,54036.36,21.98,14.35,83.9,3.95,0.078,6.58,3.08,42,4101,197,0,0,29719
SELL_00715,24518.2,20.34,15.41,78.2,3.64,0.011,9.7,1.9,30,2706,123,0,1,6742
SELL_00716,86644.03,25.1,4.9,92.8,4.76,0.072,4.43,3.22,14,2645,153,0,0,47654
SELL_00717,48977.67,5.49,10.25,84.7,3.61,-0.062,9.75,2.2,6,1033,42,0,1,13468
SELL_00718,5000.0,8.4,12.11,85.85,3.87,-0.02,12.55,3.23,3,567,5,0,1,1375
SELL_00719,39208.76,8.62,13.39,76.45,3.62,-0.161,7.67,2.09,16,2001,86,0,1,10782
SELL_00720,23692.79,6.29,13.65,83.16,3.22,0.157,11.3,1.85,7,1104,73,0,1,6515
SELL_00721,92542.96,13.43,14.46,88.83,3.51,-0.198,3.87,2.43,52,5000,230,0,1,25449
SELL_00722,5000.0,-5.86,19.21,74.3,2.86,-0.241,13.12,0.5,14,677,5,0,2,350
SELL_00723,5000.0,2.1,17.86,77.59,3.25,-0.381,12.85,1.1,9,177,5,0,2,500
SELL_00724,33815.73,18.82,12.35,92.07,3.98,0.23,5.84,2.38,15,2013,111,0,0,16907
SELL_00725,66489.42,9.03,15.21,84.74,3.7,-0.016,5.24,1.59,21,2762,148,0,1,18284
SELL_00726,57680.71,12.97,6.04,78.64,3.52,-0.181,9.67,2.82,35,4178,159,0,1,15862
SELL_00727,36367.29,20.31,12.7,85.62,3.19,0.105,12.8,2.06,2,928,59,0,1,10001
SELL_00728,58374.65,4.62,10.1,79.66,3.55,-0.302,8.35,2.1,27,3202,127,0,1,16053
SELL_00729,5000.0,1.31,16.75,77.87,2.86,-0.023,12.36,0.9,2,64,6,0,2,500
SELL_00730,52286.82,1.31,14.72,79.68,3.05,0.079,13.75,1.38,35,3551,162,0,1,14378
SELL_00731,55618.23,12.83,12.88,70.31,3.55,0.05,13.89,2.24,18,2149,89,0,2,5561
SELL_00732,5000.0,-10.52,18.1,77.14,3.32,-0.193,9.47,1.72,14,1129,72,0,2,350
SELL_00733,72420.74,23.05,10.47,85.65,3.67,-0.137,6.48,2.11,20,2591,110,0,0,36210
SELL_00734,5000.0,-5.09,19.33,67.24,2.89,-0.042,12.95,0.56,18,891,25,0,2,350
SELL_00735,80665.95,22.06,13.74,89.48,4.05,0.263,7.91,2.67,10,1951,152,0,0,40332
SELL_00736,58669.61,15.81,13.46,85.6,3.96,-0.04,3.26,2.53,25,3144,138,0,0,29334
SELL_00737,32980.84,8.6,8.84,83.67,3.37,-0.062,10.35,1.49,2,781,51,0,1,9069
